direction,time,plate,make,model,color
North,2020-05-20T12:15:57Z,GKX-0277,Chevy,Silverado,Black
North,2020-05-20T12:16:07Z,PVJ-9381,Toyota,Tundra,White
North,2020-05-20T12:16:16Z,DDQ-9314,Honda,CR-V,Grey
North,2020-05-20T12:16:19Z,CCZ-4856,Alfa Romeo,Giulia,Red
North,2020-05-20T12:16:23Z,ZBM-6558,Mazda,3,Black
North,2020-05-20T12:16:26Z,AYS-9915,Nissan,Frontier,Silver
North,2020-05-20T12:16:39Z,BUG-5784,Mercedes,CLS,White
North,2020-05-20T12:16:41Z,IYY-9990,Volkswagen,Passat,Grey
North,2020-05-20T12:16:45Z,KSG-2184,GMC,Canyon,Silver
North,2020-05-20T12:16:50Z,NYJ-4380,Chevy,Tahoe,Red
North,2020-05-20T12:16:52Z,LET-0653,Ford,F-150,Grey
North,2020-05-20T12:17:06Z,IMU-6656,Lincoln,Navigator,Black
North,2020-05-20T12:17:18Z,FPS-0350,Kia,Forte,Silver
North,2020-05-20T12:17:20Z,TTF-6891,Chevy,Express,White
North,2020-05-20T12:17:26Z,PVL-8707,Infiniti,G35,Black
North,2020-05-20T12:17:30Z,PUU-3530,Volvo,VNL 670,Red
North,2020-05-20T12:17:36Z,KIJ-5317,Chevy,Corvette,Red
North,2020-05-20T12:17:47Z,UKC-7326,BMW,1-Series,Silver
North,2020-05-20T12:18:01Z,IAS-3419,Audi,A4,Blue
North,2020-05-20T12:18:09Z,VCC-0718,Toyota,Tacoma,Black
North,2020-05-20T12:18:10Z,BLB-5112,Acura,TSX,Silver
North,2020-05-20T12:18:25Z,GKP-9656,Ford,Fusion,Grey
North,2020-05-20T12:18:31Z,TFT-6138,BMW,5-Series,Black
North,2020-05-20T12:18:36Z,SQL-1346,Nissan,Rogue,Silver
North,2020-05-20T12:18:43Z,LTV-0194,Honda,Pilot,Silver
North,2020-05-20T12:18:44Z,OWJ-8274,Hino,268,Black
North,2020-05-20T12:18:47Z,QTE-9685,Honda,Odyssey,Grey
North,2020-05-20T12:19:06Z,ZLI-3325,Toyota,Rav-4,Red
North,2020-05-20T12:19:10Z,IKC-1936,Honda,Civic,Blue
North,2020-05-20T12:19:28Z,KVO-5820,Toyota,Sienna,Grey
North,2020-05-20T12:19:33Z,PNL-7925,Nissan,Xterra,Black
North,2020-05-20T12:19:37Z,VNP-8606,Chrysler,200,Blue
North,2020-05-20T12:19:45Z,KVZ-7487,Volkswagen,Tiguan,Black
North,2020-05-20T12:19:49Z,OEA-3893,Ford,Escape,Red
North,2020-05-20T12:19:57Z,HUZ-1130,Lincoln,Navigator,Black
North,2020-05-20T12:20:31Z,BPW-6350,Ford,Escape,White
North,2020-05-20T12:20:43Z,RVH-7206,Nissan,Kicks,White
North,2020-05-20T12:20:44Z,QBN-3026,Toyota,4Runner,Blue
North,2020-05-20T12:20:50Z,ZUS-8475,Hyundai,Tucson,Blue
North,2020-05-20T12:21:00Z,RGD-2368,Lexus,LX,White
North,2020-05-20T12:21:02Z,GPO-5995,Toyota,Venza,Silver
North,2020-05-20T12:21:46Z,CZA-6649,Chevy,Silverado,Blue
North,2020-05-20T12:21:48Z,TBR-0714,Chevy,Trailblazer,Beige
North,2020-05-20T12:21:50Z,IPA-3922,Nissan,Altima,Grey
North,2020-05-20T12:21:51Z,GEE-8767,Infiniti,Q50,Black
North,2020-05-20T12:21:53Z,EVI-2834,Acura,MDX,White
North,2020-05-20T12:21:54Z,UDO-2811,Chevy,Cruze,Silver
North,2020-05-20T12:22:13Z,YUL-2095,Nissan,Titan,Blue
North,2020-05-20T12:22:17Z,HVD-0993,Infiniti,G35,Black
North,2020-05-20T12:22:37Z,MOO-2673,Mercedes,C-Series,Black
North,2020-05-20T12:22:39Z,EQG-4854,Hyundai,Genesis,Black
North,2020-05-20T12:22:44Z,BBQ-6854,Volkswagen,Jetta,Blue
North,2020-05-20T12:22:46Z,ZWV-9171,Mercedes,CLS,White
North,2020-05-20T12:22:56Z,UGW-0599,Lincoln,Navigator,Black
North,2020-05-20T12:23:00Z,EVQ-1657,Nissan,Sentra,Grey
North,2020-05-20T12:23:04Z,RLQ-2751,Infiniti,G35,Black
North,2020-05-20T12:23:05Z,TZN-7918,Lexus,SC,White
North,2020-05-20T12:23:07Z,YIT-1567,Ford,Fiesta,Silver
North,2020-05-20T12:23:11Z,PWD-4447,Honda,S-3000,Silver
North,2020-05-20T12:23:25Z,WWX-1034,Nissan,370Z,Grey
North,2020-05-20T12:23:40Z,OQM-2402,Porsche,911,Silver
North,2020-05-20T12:23:44Z,VXX-3070,Ford,Transit,White
North,2020-05-20T12:23:49Z,DNK-1402,Infiniti,Q50,Black
North,2020-05-20T12:23:57Z,WED-6419,Honda,Pilot,Red
North,2020-05-20T12:24:03Z,CDF-5133,Jeep,Grand Cherokee,Grey
North,2020-05-20T12:24:05Z,PDE-5539,Honda,Civic,White
North,2020-05-20T12:24:06Z,KKW-5754,Infiniti,QX50,Silver
North,2020-05-20T12:24:07Z,NVY-7810,Porsche,911,Silver
North,2020-05-20T12:24:14Z,TKK-5092,Infiniti,QX30,Black
North,2020-05-20T12:24:24Z,CRO-5133,Mazda,3,Grey
North,2020-05-20T12:24:29Z,VXF-7990,Mazda,CX-30,Grey
North,2020-05-20T12:24:37Z,UOB-6380,Volkswagen,Beetle,Red
North,2020-05-20T12:24:43Z,FIB-4975,Scion,xB,Silver
North,2020-05-20T12:24:48Z,HOW-4170,Jeep,Wrangler,White
North,2020-05-20T12:25:00Z,KSB-8705,Ford,Explorer,Grey
North,2020-05-20T12:25:19Z,ODG-6221,Chevy,Colorado,White
North,2020-05-20T12:25:25Z,ZMR-0361,Ford,Escape,White
North,2020-05-20T12:25:27Z,JSL-3366,Porsche,Panamera,Black
North,2020-05-20T12:25:41Z,FDY-0949,Chevy,Malibu,Silver
North,2020-05-20T12:25:52Z,KUM-0569,Hyundai,Sonata,White
North,2020-05-20T12:25:57Z,BIL-6462,Jeep,Gladiator,Green
North,2020-05-20T12:26:10Z,HQJ-2610,Nissan,Rogue,Grey
North,2020-05-20T12:26:12Z,EOM-0063,Mazda,3,White
North,2020-05-20T12:26:16Z,LCE-3444,Porsche,Cayman,Black
North,2020-05-20T12:26:19Z,VSG-5892,Toyota,Tundra,White
North,2020-05-20T12:26:38Z,DLB-8081,Mitsubishi,Mirage,Silver
North,2020-05-20T12:26:40Z,VWZ-8563,Kia,Forte,Black
North,2020-05-20T12:26:42Z,JJK-8825,Nissan,Kicks,Silver
North,2020-05-20T12:26:58Z,HMA-3824,Subaru,Impreza,Blue
North,2020-05-20T12:27:03Z,QKL-0695,Volkswagen,Golf,White
North,2020-05-20T12:27:05Z,QPU-8576,Ford,Econoline,Blue
North,2020-05-20T12:27:29Z,KZT-0259,Mercedes,E-Class,Black
North,2020-05-20T12:27:44Z,MLI-4910,Hyundai,Sonata,Silver
North,2020-05-20T12:27:46Z,EHI-8019,Lincoln,Navigator,Black
North,2020-05-20T12:27:54Z,IWB-6392,Honda,C-HR,White
North,2020-05-20T12:27:56Z,SCG-9363,Toyota,Prius,Silver
North,2020-05-20T12:27:57Z,IVP-3025,Dodge,Durango,Black
North,2020-05-20T12:28:30Z,GFS-6556,Land Rover,LR4,Grey
North,2020-05-20T12:28:34Z,LSS-5499,Lincoln,Navigator,Black
North,2020-05-20T12:28:34Z,XIU-0325,Mazda,6,Grey
North,2020-05-20T12:28:36Z,ONQ-5935,Chevy,Impala,White
North,2020-05-20T12:28:40Z,WEW-8333,Ford,Crown Victoria,Beige
North,2020-05-20T12:29:03Z,OQH-4940,Lincoln,Towncar,Silver
North,2020-05-20T12:29:05Z,YFB-7914,Chevy,Malibu,Black
North,2020-05-20T12:29:15Z,KBG-7158,Mercedes,CLS,White
North,2020-05-20T12:29:20Z,NFJ-2282,Porsche,Cayman,Black
North,2020-05-20T12:29:24Z,FMI-3088,Mercedes,CLS,White
North,2020-05-20T12:29:36Z,ESA-5646,Infiniti,QX60,Grey
North,2020-05-20T12:29:42Z,VWM-2086,Mitsubishi,Lancer,Silver
North,2020-05-20T12:29:44Z,FMR-1461,Kia,Sorento,Silver
North,2020-05-20T12:29:54Z,DSH-3245,GMC,Acadia,Black
North,2020-05-20T12:30:13Z,XTI-2412,Volkswagen,Jetta,White
North,2020-05-20T12:30:27Z,EDL-6655,Jeep,Cherokee,Black
North,2020-05-20T12:30:29Z,UGL-5753,Ford,Ranger,White
North,2020-05-20T12:30:39Z,SBE-6080,Ford,Econoline,Blue
North,2020-05-20T12:30:52Z,QBE-3790,Nissan,Sentra,Silver
North,2020-05-20T12:30:54Z,KFZ-8569,Honda,Accord,White
North,2020-05-20T12:30:57Z,CPI-7202,Ford,Econoline,Blue
North,2020-05-20T12:31:09Z,KSD-2043,Lexus,IS,Silver
North,2020-05-20T12:31:11Z,JNN-9766,Jaguar,F-Pace,Grey
North,2020-05-20T12:31:16Z,FCG-2304,Chevy,Silverado,White
North,2020-05-20T12:31:17Z,QRH-7345,Nissan,Murano,Black
North,2020-05-20T12:31:25Z,KIT-0589,Nissan,Murano,Black
North,2020-05-20T12:31:26Z,HIK-9038,Ford,Crown Victoria,Beige
North,2020-05-20T12:31:33Z,XNN-6903,Lexus,RX,White
North,2020-05-20T12:31:37Z,IVT-7992,Volvo,XC60,Silver
North,2020-05-20T12:31:39Z,KUT-7490,Hyundai,Tucson,Blue
North,2020-05-20T12:32:23Z,JSK-9759,Ford,Mustang,Black
North,2020-05-20T12:32:27Z,ATV-6215,Lincoln,Towncar,Silver
North,2020-05-20T12:32:30Z,XOJ-3239,Nissan,Altima,Grey
North,2020-05-20T12:32:59Z,JXI-6504,Honda,Accord,Grey
North,2020-05-20T12:33:02Z,XPP-9547,Mercedes,GLK-Class,Silver
North,2020-05-20T12:33:05Z,QIB-3202,Lincoln,Towncar,Silver
North,2020-05-20T12:33:07Z,RJD-8877,Chevy,Cavalier,Silver
North,2020-05-20T12:33:16Z,HRS-9728,Toyota,Avalon,Grey
North,2020-05-20T12:33:27Z,AZS-7513,Kia,Rio,Silver
North,2020-05-20T12:33:37Z,BWD-6441,Infiniti,Q50,Black
North,2020-05-20T12:34:14Z,OIE-4418,Honda,Ridgeline,Black
North,2020-05-20T12:34:30Z,XOP-1484,Jeep,Wrangler,Green
North,2020-05-20T12:34:48Z,ZXX-2118,Fiat,500,Grey
North,2020-05-20T12:34:57Z,VDS-2842,Ford,Crown Victoria,Beige
North,2020-05-20T12:34:59Z,BFA-0021,Hyundai,Genesis,Black
North,2020-05-20T12:35:07Z,HFK-0466,Chevy,Corvette,Black
North,2020-05-20T12:35:10Z,SHR-3283,Toyota,Tundra,Grey
North,2020-05-20T12:35:32Z,RBI-8363,Acura,RSX,Black
North,2020-05-20T12:35:32Z,ALC-5220,Lexus,RX,Black
North,2020-05-20T12:35:37Z,MOZ-5976,Dodge,Grand Caravan,White
North,2020-05-20T12:35:40Z,DOW-6056,Acura,MDX,White
North,2020-05-20T12:35:49Z,XRN-6590,Toyota,Prius,Beige
North,2020-05-20T12:35:56Z,SPE-8547,Kia,Santa Fe,White
North,2020-05-20T12:35:59Z,RGT-2576,Kia,Forte,Silver
North,2020-05-20T12:36:05Z,TRD-4666,Infiniti,QX30,Black
North,2020-05-20T12:36:16Z,KJO-0459,Chevy,Malibu,Silver
North,2020-05-20T12:36:19Z,NID-9445,GMC,Terrain,Silver
North,2020-05-20T12:36:21Z,KMB-2296,Dodge,Ram,Red
North,2020-05-20T12:36:24Z,ISK-5554,Mercedes,CLA-Class,Red
North,2020-05-20T12:36:29Z,TMU-7555,Lexus,GX,White
North,2020-05-20T12:36:33Z,XZK-3380,Jeep,Patriot,Silver
North,2020-05-20T12:36:39Z,SOS-5460,Toyota,4Runner,Black
North,2020-05-20T12:36:42Z,BHW-7010,Ford,Fiesta,Black
North,2020-05-20T12:36:43Z,HBG-9006,Chevy,Avalanche,White
North,2020-05-20T12:36:45Z,XJQ-2318,Chevy,Silverado,White
North,2020-05-20T12:36:57Z,FRM-0100,Subaru,Forester,Beige
North,2020-05-20T12:37:04Z,WTH-6394,Infiniti,G35,Black
North,2020-05-20T12:37:19Z,CHY-4519,Jeep,Gladiator,Green
North,2020-05-20T12:37:26Z,IGD-6969,Honda,CR-V,Red
North,2020-05-20T12:37:28Z,BFU-9998,Mazda,3,Grey
North,2020-05-20T12:37:37Z,YNG-2127,Buick,Encore,Silver
North,2020-05-20T12:37:42Z,PYJ-6222,GMC,Yukon,Black
North,2020-05-20T12:37:49Z,DPO-2512,Nissan,Kicks,White
North,2020-05-20T12:37:58Z,PPF-9069,Dodge,Grand Caravan,White
North,2020-05-20T12:38:00Z,XUB-3608,Subaru,BRZ,Silver
North,2020-05-20T12:38:01Z,CXJ-8139,Jeep,Cherokee,White
North,2020-05-20T12:38:05Z,XDZ-7260,Audi,Q7,Black
North,2020-05-20T12:38:18Z,VBU-4966,Chevy,Silverado,White
North,2020-05-20T12:38:22Z,NHC-4810,Jeep,Gladiator,Green
North,2020-05-20T12:38:29Z,FIT-1109,Toyota,Tundra,Black
North,2020-05-20T12:38:32Z,RNL-4252,Nissan,Pathfinder,White
North,2020-05-20T12:38:36Z,YXJ-7011,Chevy,Silverado,White
North,2020-05-20T12:38:47Z,QIL-3153,Chevy,Malibu,Grey
North,2020-05-20T12:38:49Z,FLP-9555,Buick,Encore,Silver
North,2020-05-20T12:38:53Z,CWS-7371,GMC,Sierra,White
North,2020-05-20T12:38:55Z,ALE-6141,Nissan,370Z,Grey
North,2020-05-20T12:38:57Z,AMV-9600,Honda,Pilot,Grey
North,2020-05-20T12:39:00Z,GNF-7760,Honda,Ridgeline,Black
North,2020-05-20T12:39:01Z,SGO-8308,Toyota,Matrix,Grey
North,2020-05-20T12:39:07Z,HZK-7472,Toyota,Sequoia,Black
North,2020-05-20T12:39:09Z,NKH-5004,Honda,Civic,Silver
North,2020-05-20T12:39:14Z,CAP-8313,Nissan,Kicks,Silver
North,2020-05-20T12:39:23Z,LBQ-2310,Toyota,Highlander,Grey
North,2020-05-20T12:39:42Z,AGS-7799,Chevy,Equinox,Silver
North,2020-05-20T12:40:03Z,WNO-0960,Honda,C-HR,White
North,2020-05-20T12:40:16Z,ZCF-4964,Honda,S-3000,Silver
North,2020-05-20T12:40:25Z,WCI-7109,Mercedes,GLK-Class,White
North,2020-05-20T12:40:32Z,XJF-0409,Honda,Civic,Grey
North,2020-05-20T12:40:53Z,TBN-8465,Mercedes,GE-Class,Black
North,2020-05-20T12:40:58Z,QUK-1885,Nissan,Frontier,Grey
North,2020-05-20T12:41:10Z,JXZ-4413,Acura,TSX,Grey
North,2020-05-20T12:41:15Z,AMH-9549,Kia,Forte,Black
North,2020-05-20T12:41:21Z,WPJ-1260,Honda,Pilot,Blue
North,2020-05-20T12:41:24Z,XKD-4979,Chevy,Suburban,Red
North,2020-05-20T12:41:29Z,RZV-9218,Hyundai,Elantra,Grey
North,2020-05-20T12:41:34Z,DDU-9370,Ford,Edge,Black
North,2020-05-20T12:41:36Z,PVC-1881,Ford,F-250,Black
North,2020-05-20T12:41:38Z,PIA-8362,Tesla,Model S,Silver
North,2020-05-20T12:41:54Z,FUD-3474,Toyota,Corolla,Grey
North,2020-05-20T12:42:16Z,DWD-4502,Mazda,Tribute,Beige
North,2020-05-20T12:42:21Z,CYZ-4411,Chevy,Silverado,White
North,2020-05-20T12:42:26Z,IVN-8616,Nissan,Frontier,Red
North,2020-05-20T12:42:28Z,MEQ-3588,Lincoln,Towncar,Beige
North,2020-05-20T12:42:37Z,EUB-5351,Infiniti,G37,White
North,2020-05-20T12:42:45Z,MPD-1802,Honda,HR-V,Blue
North,2020-05-20T12:42:53Z,FNX-7014,Dodge,Durango,Black
North,2020-05-20T12:42:57Z,LHM-8820,Mercedes,GE-Class,Black
North,2020-05-20T12:43:07Z,KDJ-4343,Cadillac,Escalade,White
North,2020-05-20T12:43:08Z,LHB-5011,Nissan,Armada,White
North,2020-05-20T12:43:09Z,FCE-1601,Honda,Civic,Black
North,2020-05-20T12:43:14Z,QGT-4903,Land Rover,LR4,Grey
North,2020-05-20T12:43:17Z,IPH-3676,Dodge,Journey,White
North,2020-05-20T12:43:22Z,WDN-6571,Acura,MDX,Silver
North,2020-05-20T12:43:34Z,AUC-3630,Honda,S-3000,Silver
North,2020-05-20T12:43:41Z,FJV-2754,Infiniti,QX50,Black
North,2020-05-20T12:43:50Z,PSB-5145,Kia,Soul,Black
North,2020-05-20T12:43:57Z,RDH-5171,Volvo,S60,Red
North,2020-05-20T12:44:26Z,WRV-4147,GMC,Sierra,White
North,2020-05-20T12:44:45Z,NBV-2388,Jeep,Cherokee,White
North,2020-05-20T12:44:53Z,THX-8593,Hyundai,Sonata,Silver
North,2020-05-20T12:44:58Z,DFX-8849,Ford,Ranger,White
North,2020-05-20T12:45:06Z,YZI-9007,Chevy,Silverado,White
North,2020-05-20T12:45:09Z,EFJ-5434,Hyundai,Sonata,Grey
North,2020-05-20T12:45:17Z,XKF-4934,Jeep,Renegade,Silver
North,2020-05-20T12:45:30Z,SPI-7533,Hyundai,Elantra,White
North,2020-05-20T12:45:36Z,SDR-4534,Infiniti,G37,White
North,2020-05-20T12:45:37Z,KSR-2084,Toyota,86,Black
North,2020-05-20T12:46:03Z,WMK-6610,Nissan,Juke,Orange
North,2020-05-20T12:46:15Z,HFA-4984,Honda,S-3000,Silver
North,2020-05-20T12:46:37Z,EFH-8882,Chevy,Silverado,Beige
North,2020-05-20T12:46:54Z,DGA-4444,Subaru,Ascent,Blue
North,2020-05-20T12:46:57Z,BOL-1019,Toyota,86,Black
North,2020-05-20T12:47:06Z,YTX-2440,Subaru,Legacy,White
North,2020-05-20T12:47:15Z,IKE-7167,Mercedes,C-Series,Black
North,2020-05-20T12:47:25Z,IGH-5589,Honda,C-HR,White
North,2020-05-20T12:47:31Z,OEI-6363,Ford,Fiesta,White
North,2020-05-20T12:47:33Z,GXZ-8964,Chrysler,Town & Country,Red
North,2020-05-20T12:47:40Z,EIN-7906,Chevy,Corvette,Red
North,2020-05-20T12:47:57Z,OKJ-9140,Honda,Fit,Blue
North,2020-05-20T12:48:00Z,QMY-1796,Ford,F-450,White
North,2020-05-20T12:48:02Z,WCJ-7413,Lincoln,Towncar,Beige
North,2020-05-20T12:48:20Z,YTJ-2124,Toyota,Corolla,Black
North,2020-05-20T12:48:26Z,WRT-3818,Hyundai,Elantra,White
North,2020-05-20T12:48:28Z,VBM-8255,Subaru,Ascent,Blue
North,2020-05-20T12:48:48Z,IAO-6155,Subaru,Outback,Grey
North,2020-05-20T12:48:56Z,HIM-1209,Chrysler,200,Silver
North,2020-05-20T12:49:01Z,DJD-2247,Honda,Ridgeline,Black
North,2020-05-20T12:49:05Z,PEY-6494,Honda,Accord,Grey
North,2020-05-20T12:49:16Z,TXD-1238,Chevy,Silverado,Grey
North,2020-05-20T12:49:17Z,RLM-7352,Toyota,Land Cruiser,Black
North,2020-05-20T12:49:19Z,AZP-4429,Audi,Q7,Grey
North,2020-05-20T12:49:39Z,OQL-1440,Acura,TL,Black
North,2020-05-20T12:49:41Z,UKD-2177,Nissan,Rogue,Black
North,2020-05-20T12:49:48Z,NHM-5785,Toyota,Corolla,Red
North,2020-05-20T12:50:01Z,ECD-6813,Honda,Avalanche,White
North,2020-05-20T12:50:06Z,XRY-4799,Dodge,Ram,White
North,2020-05-20T12:50:08Z,WUR-0853,Audi,Q7,Grey
North,2020-05-20T12:50:25Z,AVM-2430,Chevy,Tahoe,Silver
North,2020-05-20T12:50:27Z,CLS-1076,Volkswagen,Tiguan,Black
North,2020-05-20T12:50:29Z,NFJ-7930,Dodge,Dart,Silver
North,2020-05-20T12:50:43Z,MKI-8951,Audi,Q7,White
North,2020-05-20T12:50:50Z,KLG-6874,Nissan,Kicks,Silver
North,2020-05-20T12:51:04Z,MOM-8491,Subaru,Ascent,Blue
North,2020-05-20T12:51:06Z,UTQ-1716,Mazda,CX-30,Grey
North,2020-05-20T12:51:09Z,VSL-7218,Mercedes,GE-Class,Black
North,2020-05-20T12:51:23Z,WQT-1170,Mitsubishi,Lancer,Silver
North,2020-05-20T12:51:30Z,KGA-1959,Mercedes,C-Series,Black
North,2020-05-20T12:51:49Z,UAH-3659,Saab,93,Black
North,2020-05-20T12:52:12Z,QSC-1819,Mercedes,E-Series,White
North,2020-05-20T12:52:25Z,FOX-2771,Ford,Transit,White
North,2020-05-20T12:52:28Z,QOF-6790,Lexus,CT,White
North,2020-05-20T12:52:42Z,LOS-8705,Chevy,Camaro,Yellow
North,2020-05-20T12:53:06Z,YLQ-9931,Ford,F-150,Black
North,2020-05-20T12:53:07Z,RLF-9840,Dodge,Challenger,Orange
North,2020-05-20T12:53:12Z,QAW-4044,Ford,Econoline,Blue
North,2020-05-20T12:53:31Z,RHU-7936,Jeep,Cherokee,Grey
North,2020-05-20T12:53:35Z,JMK-0046,Toyota,Corolla,Grey
North,2020-05-20T12:53:48Z,QFB-7924,Nissan,Pathfinder,Grey
North,2020-05-20T12:53:50Z,JSK-7465,Lexus,CT,White
North,2020-05-20T12:53:52Z,JYM-7438,Honda,Accord,Black
North,2020-05-20T12:54:15Z,RRX-3422,Chevy,Traverse,Silver
North,2020-05-20T12:54:18Z,LPT-8032,Ford,F-250,Black
North,2020-05-20T12:54:21Z,TUH-4650,Nissan,Maxima,Beige
North,2020-05-20T12:54:28Z,NCO-2205,Honda,S-3000,Silver
North,2020-05-20T12:54:32Z,JOS-7103,Subaru,Ascent,Blue
North,2020-05-20T12:54:34Z,OKB-5157,Toyota,Tundra,Grey
North,2020-05-20T12:54:38Z,WDC-7030,Mercedes,S-Series,Black
North,2020-05-20T12:54:40Z,PGC-8127,Chevy,Silverado,White
North,2020-05-20T12:54:51Z,KAD-8495,Audi,Q5,Black
North,2020-05-20T12:55:09Z,ELC-1647,Honda,CR-V,Red
North,2020-05-20T12:55:17Z,ESW-2372,Ford,Fusion,Grey
North,2020-05-20T12:55:46Z,GSO-2136,Ford,Transit,White
North,2020-05-20T12:55:52Z,TJY-1694,Acura,RDX,Black
North,2020-05-20T12:55:54Z,MUW-0794,Hyundai,Elantra,Grey
North,2020-05-20T12:55:56Z,DEC-7974,Nissan,370Z,Black
North,2020-05-20T12:56:09Z,ENM-8495,Mercedes,A-Class,Silver
North,2020-05-20T12:56:18Z,ORW-2544,GMC,Acadia,Grey
North,2020-05-20T12:56:20Z,YFQ-0466,Mercedes,A-Class,Silver
North,2020-05-20T12:56:29Z,WEO-6645,BMW,X5,Black
North,2020-05-20T12:56:30Z,PRP-1316,Porsche,Macon,Black
North,2020-05-20T12:56:47Z,BLD-2512,Porsche,Macon,Black
North,2020-05-20T12:56:51Z,BML-5884,Dodge,Avenger,Red
North,2020-05-20T12:56:54Z,LRJ-1257,Ford,Transit,White
North,2020-05-20T12:56:56Z,MPN-2749,Nissan,Pathfinder,Grey
North,2020-05-20T12:57:09Z,VWG-1326,Nissan,Rogue,Silver
North,2020-05-20T12:57:11Z,WZX-0597,Chrysler,Town & Country,Orange
North,2020-05-20T12:57:25Z,YIG-5081,Buick,LaCrosse,Beige
North,2020-05-20T12:57:33Z,LPE-6596,Acura,MDX,White
North,2020-05-20T12:57:37Z,LSF-6706,Dodge,Ram,Silver
North,2020-05-20T12:57:42Z,TSO-6907,GMC,Sierra,Black
North,2020-05-20T12:57:46Z,VRD-2119,Toyota,Highlander,Black
North,2020-05-20T12:58:40Z,ZOY-8163,Dodge,Dart,Silver
North,2020-05-20T12:58:48Z,KOZ-2401,Dodge,Journey,White
North,2020-05-20T12:58:49Z,RFT-9240,Volkswagen,Passat,Silver
North,2020-05-20T12:58:52Z,MTJ-2516,Honda,Civic,Grey
North,2020-05-20T12:58:54Z,CRX-9161,Toyota,Camry,Green
North,2020-05-20T12:59:06Z,CRO-7814,GMC,Safari,White
North,2020-05-20T12:59:10Z,SMR-0271,Toyota,Rav-4,White
North,2020-05-20T12:59:12Z,HHE-1381,Chevy,Tahoe,Black
North,2020-05-20T12:59:17Z,JSX-7410,Lincoln,Navigator,Black
North,2020-05-20T12:59:20Z,PGR-5930,Ford,Transit,Blue
North,2020-05-20T12:59:26Z,AWS-6145,Kia,Spectra,Silver
North,2020-05-20T12:59:28Z,RWU-4550,Ford,Mustang,Blue
North,2020-05-20T12:59:45Z,OIO-4621,Lexus,SC,White
North,2020-05-20T12:59:46Z,RIP-4617,Volvo,V70,Beige
North,2020-05-20T12:59:49Z,BFA-6110,Toyota,86,Black
North,2020-05-20T12:59:52Z,DUD-7415,Volkswagen,Passat,Silver
North,2020-05-20T13:00:06Z,ESH-6953,Honda,CR-V,Red
North,2020-05-20T13:00:08Z,BSQ-1648,Scion,tC,White
North,2020-05-20T13:00:29Z,RZL-0518,Dodge,Durango,Black
North,2020-05-20T13:00:33Z,XGO-1798,Mercedes,E-Class,Black
North,2020-05-20T13:00:40Z,YJF-7917,Toyota,Sienna,Silver
North,2020-05-20T13:00:43Z,ZTS-1282,Ford,F-150,Black
North,2020-05-20T13:01:03Z,CIS-9466,Mitsubishi,Outlander,Red
North,2020-05-20T13:01:10Z,WJO-8197,Toyota,4Runner,Blue
North,2020-05-20T13:01:37Z,PYX-1134,Buick,LaCrosse,Beige
North,2020-05-20T13:01:39Z,EAJ-8674,Chevy,Malibu,Grey
North,2020-05-20T13:01:42Z,OAJ-3308,Nissan,Maxima,Beige
North,2020-05-20T13:01:48Z,KDX-9155,Chevy,Cavalier,Silver
North,2020-05-20T13:01:52Z,LYM-7126,Ford,Explorer,Grey
North,2020-05-20T13:01:54Z,CUK-9521,Mini,Cooper,Green
North,2020-05-20T13:01:59Z,WRY-1314,Ford,F-150,Black
North,2020-05-20T13:02:02Z,IGJ-7968,Jeep,Patriot,Silver
North,2020-05-20T13:02:16Z,UGN-1028,Mercedes,E-Class,Black
North,2020-05-20T13:02:30Z,NNW-1698,Hyundai,Genesis,Black
North,2020-05-20T13:02:42Z,TTU-8149,Ford,Expedition,Black
North,2020-05-20T13:02:45Z,UXY-0574,Nissan,Rogue,Silver
North,2020-05-20T13:02:49Z,PFC-8816,Porsche,Cayman,Black
North,2020-05-20T13:02:56Z,EKV-0484,BMW,i1,White
North,2020-05-20T13:03:02Z,GRI-3256,GMC,Terrain,Silver
North,2020-05-20T13:03:05Z,XRF-9839,Honda,Accord,Red
North,2020-05-20T13:03:08Z,UPW-2752,Lincoln,Navigator,Black
North,2020-05-20T13:03:15Z,RIY-1271,Lincoln,Towncar,Beige
North,2020-05-20T13:03:18Z,ZOP-0424,Buick,Verano,Grey
North,2020-05-20T13:03:36Z,RTX-8349,Honda,Fit,Red
North,2020-05-20T13:03:43Z,UNU-4264,Hyundai,Genesis,Black
North,2020-05-20T13:03:47Z,JTR-8752,Nissan,Maxima,Beige
North,2020-05-20T13:04:06Z,IJO-0682,Mini,Cooper,Green
North,2020-05-20T13:04:09Z,IAG-3907,Ford,Mustang,Black
North,2020-05-20T13:04:13Z,UDV-9210,Jeep,Grand Cherokee,Silver
North,2020-05-20T13:04:16Z,RMV-4615,Lexus,GX,White
North,2020-05-20T13:04:45Z,ZRA-1904,Mercedes,A-Class,Silver
North,2020-05-20T13:04:51Z,SFA-8148,Nissan,Murano,Black
North,2020-05-20T13:05:11Z,PSX-2170,Lexus,GX,White
North,2020-05-20T13:05:16Z,HPG-0156,Toyota,4Runner,Grey
North,2020-05-20T13:05:34Z,WUU-6514,BMW,X1,Black
North,2020-05-20T13:05:41Z,PZD-7441,Chevy,Avalanche,White
North,2020-05-20T13:05:45Z,HOD-6143,Ford,F-150,White
North,2020-05-20T13:05:52Z,FMR-6342,Kia,Soul,White
North,2020-05-20T13:06:03Z,VCA-8483,Volvo,V70,Beige
